"module","module_content_number","multi_omics_num","include_genes","genes","include_metabolites","metabolites","include_pathways","pathways"
"Functional_module_381",1,1,TRUE,"KCNH2",FALSE,NA,FALSE,NA
"Functional_module_382",1,1,TRUE,"KCNH6",FALSE,NA,FALSE,NA
"Functional_module_383",1,1,TRUE,"KCNIP2",FALSE,NA,FALSE,NA
"Functional_module_384",1,1,TRUE,"KCNJ12",FALSE,NA,FALSE,NA
"Functional_module_385",1,1,TRUE,"KCNK13",FALSE,NA,FALSE,NA
"Functional_module_386",1,1,TRUE,"KCNK5",FALSE,NA,FALSE,NA
"Functional_module_387",1,1,TRUE,"KCNK6",FALSE,NA,FALSE,NA
"Functional_module_388",1,1,TRUE,"KCNMA1",FALSE,NA,FALSE,NA
"Functional_module_389",1,1,TRUE,"KCP",FALSE,NA,FALSE,NA
"Functional_module_39",1,1,TRUE,"APOL2",FALSE,NA,FALSE,NA
"Functional_module_390",1,1,TRUE,"KCTD2",FALSE,NA,FALSE,NA
"Functional_module_391",1,1,TRUE,"KIAA0408",FALSE,NA,FALSE,NA
"Functional_module_392",1,1,TRUE,"KIAA1324L",FALSE,NA,FALSE,NA
"Functional_module_393",1,1,TRUE,"KIAA2013",FALSE,NA,FALSE,NA
"Functional_module_394",1,1,TRUE,"KIF13B",FALSE,NA,FALSE,NA
"Functional_module_395",1,1,TRUE,"KIF1C",FALSE,NA,FALSE,NA
"Functional_module_396",1,1,TRUE,"KIF26B",FALSE,NA,FALSE,NA
"Functional_module_397",1,1,TRUE,"KIFC3",FALSE,NA,FALSE,NA
"Functional_module_398",1,1,TRUE,"KLHDC9",FALSE,NA,FALSE,NA
"Functional_module_399",1,1,TRUE,"KLHL29",FALSE,NA,FALSE,NA
"Functional_module_4",1,1,TRUE,"ABHD4",FALSE,NA,FALSE,NA
"Functional_module_40",1,1,TRUE,"APOL4",FALSE,NA,FALSE,NA
"Functional_module_400",1,1,TRUE,"LACTB",FALSE,NA,FALSE,NA
"Functional_module_401",1,1,TRUE,"LAG3",FALSE,NA,FALSE,NA
"Functional_module_402",1,1,TRUE,"LAMTOR1",FALSE,NA,FALSE,NA
"Functional_module_403",1,1,TRUE,"LAPTM4B",FALSE,NA,FALSE,NA
"Functional_module_404",1,1,TRUE,"LARGE1",FALSE,NA,FALSE,NA
"Functional_module_405",1,1,TRUE,"LARP6",FALSE,NA,FALSE,NA
"Functional_module_406",1,1,TRUE,"LCMT1",FALSE,NA,FALSE,NA
"Functional_module_407",1,1,TRUE,"LCN2",FALSE,NA,FALSE,NA
"Functional_module_408",2,1,TRUE,"LGALS3/TIGIT",FALSE,NA,FALSE,NA
"Functional_module_409",1,1,TRUE,"LINGO1",FALSE,NA,FALSE,NA
"Functional_module_41",1,1,TRUE,"ARAP1",FALSE,NA,FALSE,NA
"Functional_module_410",1,1,TRUE,"LMBRD1",FALSE,NA,FALSE,NA
"Functional_module_411",1,1,TRUE,"LOC701920",FALSE,NA,FALSE,NA
"Functional_module_412",1,1,TRUE,"LOC715607",FALSE,NA,FALSE,NA
"Functional_module_413",1,1,TRUE,"LRRC1",FALSE,NA,FALSE,NA
"Functional_module_414",1,1,TRUE,"LRRC20",FALSE,NA,FALSE,NA
"Functional_module_415",1,1,TRUE,"LRRC27",FALSE,NA,FALSE,NA
"Functional_module_416",1,1,TRUE,"LRRC28",FALSE,NA,FALSE,NA
"Functional_module_417",1,1,TRUE,"LRRC61",FALSE,NA,FALSE,NA
"Functional_module_418",1,1,TRUE,"LST1",FALSE,NA,FALSE,NA
"Functional_module_419",1,1,TRUE,"LXN",FALSE,NA,FALSE,NA
"Functional_module_42",1,1,TRUE,"ARF3",FALSE,NA,FALSE,NA
"Functional_module_420",1,1,TRUE,"LYST",FALSE,NA,FALSE,NA
"Functional_module_421",1,1,TRUE,"Mamu-DPB",FALSE,NA,FALSE,NA
"Functional_module_422",3,1,TRUE,"MAN1A1/MAN1B1/MAN1C1",FALSE,NA,FALSE,NA
"Functional_module_423",1,1,TRUE,"MAN2B2",FALSE,NA,FALSE,NA
"Functional_module_424",1,1,TRUE,"MAPK8IP2",FALSE,NA,FALSE,NA
"Functional_module_425",1,1,TRUE,"MARCHF2",FALSE,NA,FALSE,NA
"Functional_module_426",1,1,TRUE,"MBD3",FALSE,NA,FALSE,NA
"Functional_module_427",1,1,TRUE,"MCRIP2",FALSE,NA,FALSE,NA
"Functional_module_428",1,1,TRUE,"MEIS3",FALSE,NA,FALSE,NA
"Functional_module_429",1,1,TRUE,"MICAL2",FALSE,NA,FALSE,NA
"Functional_module_43",1,1,TRUE,"ARFGAP1",FALSE,NA,FALSE,NA
"Functional_module_430",1,1,TRUE,"MICOS13",FALSE,NA,FALSE,NA
"Functional_module_431",1,1,TRUE,"MINDY3",FALSE,NA,FALSE,NA
"Functional_module_432",1,1,TRUE,"MMAB",FALSE,NA,FALSE,NA
"Functional_module_433",1,1,TRUE,"MMRN2",FALSE,NA,FALSE,NA
"Functional_module_434",1,1,TRUE,"MOK",FALSE,NA,FALSE,NA
"Functional_module_435",1,1,TRUE,"MON1B",FALSE,NA,FALSE,NA
"Functional_module_436",1,1,TRUE,"MORN4",FALSE,NA,FALSE,NA
"Functional_module_437",1,1,TRUE,"MPG",FALSE,NA,FALSE,NA
"Functional_module_438",1,1,TRUE,"MPP1",FALSE,NA,FALSE,NA
"Functional_module_439",1,1,TRUE,"MPP2",FALSE,NA,FALSE,NA
"Functional_module_44",1,1,TRUE,"ARHGAP23",FALSE,NA,FALSE,NA
"Functional_module_440",1,1,TRUE,"MRGPRF",FALSE,NA,FALSE,NA
"Functional_module_441",1,1,TRUE,"MROH1",FALSE,NA,FALSE,NA
"Functional_module_442",1,1,TRUE,"MRPL17",FALSE,NA,FALSE,NA
"Functional_module_443",1,1,TRUE,"MRVI1",FALSE,NA,FALSE,NA
"Functional_module_444",1,1,TRUE,"MSRB2",FALSE,NA,FALSE,NA
"Functional_module_445",1,1,TRUE,"MST1R",FALSE,NA,FALSE,NA
"Functional_module_446",1,1,TRUE,"MTCH1",FALSE,NA,FALSE,NA
"Functional_module_447",1,1,TRUE,"MTCL1",FALSE,NA,FALSE,NA
"Functional_module_448",1,1,TRUE,"MTHFR",FALSE,NA,FALSE,NA
"Functional_module_449",1,1,TRUE,"MTSS2",FALSE,NA,FALSE,NA
"Functional_module_45",1,1,TRUE,"ARHGAP32",FALSE,NA,FALSE,NA
"Functional_module_450",1,1,TRUE,"MXD4",FALSE,NA,FALSE,NA
"Functional_module_451",1,1,TRUE,"MYL6B",FALSE,NA,FALSE,NA
"Functional_module_452",1,1,TRUE,"MYLK",FALSE,NA,FALSE,NA
"Functional_module_453",1,1,TRUE,"MYO10",FALSE,NA,FALSE,NA
"Functional_module_454",1,1,TRUE,"MYO5B",FALSE,NA,FALSE,NA
"Functional_module_455",1,1,TRUE,"MYRF",FALSE,NA,FALSE,NA
"Functional_module_456",1,1,TRUE,"NAAA",FALSE,NA,FALSE,NA
"Functional_module_457",1,1,TRUE,"NACC2",FALSE,NA,FALSE,NA
"Functional_module_458",1,1,TRUE,"NAT14",FALSE,NA,FALSE,NA
"Functional_module_459",1,1,TRUE,"NCK2",FALSE,NA,FALSE,NA
"Functional_module_46",1,1,TRUE,"ARL3",FALSE,NA,FALSE,NA
"Functional_module_460",1,1,TRUE,"NDFIP1",FALSE,NA,FALSE,NA
"Functional_module_461",1,1,TRUE,"NDRG2",FALSE,NA,FALSE,NA
"Functional_module_462",1,1,TRUE,"NDUFA4L2",FALSE,NA,FALSE,NA
"Functional_module_463",1,1,TRUE,"NENF",FALSE,NA,FALSE,NA
"Functional_module_464",1,1,TRUE,"NFS1",FALSE,NA,FALSE,NA
"Functional_module_465",1,1,TRUE,"NHSL1",FALSE,NA,FALSE,NA
"Functional_module_466",1,1,TRUE,"NINJ1",FALSE,NA,FALSE,NA
"Functional_module_467",1,1,TRUE,"NIPSNAP1",FALSE,NA,FALSE,NA
"Functional_module_468",1,1,TRUE,"NKG7",FALSE,NA,FALSE,NA
"Functional_module_469",1,1,TRUE,"NKIRAS1",FALSE,NA,FALSE,NA
"Functional_module_47",1,1,TRUE,"ARL6IP4",FALSE,NA,FALSE,NA
"Functional_module_470",1,1,TRUE,"NOL12",FALSE,NA,FALSE,NA
"Functional_module_471",1,1,TRUE,"NR2F1",FALSE,NA,FALSE,NA
"Functional_module_472",1,1,TRUE,"NR2F6",FALSE,NA,FALSE,NA
"Functional_module_473",1,1,TRUE,"NRG1",FALSE,NA,FALSE,NA
"Functional_module_474",1,1,TRUE,"NRXN2",FALSE,NA,FALSE,NA
"Functional_module_475",1,1,TRUE,"NRXN3",FALSE,NA,FALSE,NA
"Functional_module_476",1,1,TRUE,"NUAK1",FALSE,NA,FALSE,NA
"Functional_module_477",1,1,TRUE,"NUDT11",FALSE,NA,FALSE,NA
"Functional_module_478",1,1,TRUE,"NUDT18",FALSE,NA,FALSE,NA
"Functional_module_479",1,1,TRUE,"NUDT22",FALSE,NA,FALSE,NA
"Functional_module_48",1,1,TRUE,"ARPC1B",FALSE,NA,FALSE,NA
"Functional_module_480",1,1,TRUE,"NUMBL",FALSE,NA,FALSE,NA
"Functional_module_481",1,1,TRUE,"NXPH3",FALSE,NA,FALSE,NA
"Functional_module_482",1,1,TRUE,"OAS1",FALSE,NA,FALSE,NA
"Functional_module_483",1,1,TRUE,"OAZ1",FALSE,NA,FALSE,NA
"Functional_module_484",1,1,TRUE,"ODF2L",FALSE,NA,FALSE,NA
"Functional_module_485",1,1,TRUE,"OGFOD2",FALSE,NA,FALSE,NA
"Functional_module_486",1,1,TRUE,"OGFOD3",FALSE,NA,FALSE,NA
"Functional_module_487",1,1,TRUE,"OPHN1",FALSE,NA,FALSE,NA
"Functional_module_488",1,1,TRUE,"OSBP2",FALSE,NA,FALSE,NA
"Functional_module_489",1,1,TRUE,"OSBPL1A",FALSE,NA,FALSE,NA
"Functional_module_49",1,1,TRUE,"ARRB1",FALSE,NA,FALSE,NA
"Functional_module_490",1,1,TRUE,"OSGIN1",FALSE,NA,FALSE,NA
"Functional_module_491",1,1,TRUE,"P2RX4",FALSE,NA,FALSE,NA
"Functional_module_492",1,1,TRUE,"P2RY2",FALSE,NA,FALSE,NA
"Functional_module_493",1,1,TRUE,"P2RY6",FALSE,NA,FALSE,NA
"Functional_module_494",1,1,TRUE,"P4HB",FALSE,NA,FALSE,NA
"Functional_module_495",1,1,TRUE,"PACS2",FALSE,NA,FALSE,NA
"Functional_module_496",1,1,TRUE,"PALM",FALSE,NA,FALSE,NA
"Functional_module_497",1,1,TRUE,"PARP3",FALSE,NA,FALSE,NA
"Functional_module_498",1,1,TRUE,"PCDHB10",FALSE,NA,FALSE,NA
"Functional_module_499",1,1,TRUE,"PCDHB3",FALSE,NA,FALSE,NA
"Functional_module_5",1,1,TRUE,"ABI3",FALSE,NA,FALSE,NA
"Functional_module_50",1,1,TRUE,"ARSG",FALSE,NA,FALSE,NA
"Functional_module_500",1,1,TRUE,"PCDHB6",FALSE,NA,FALSE,NA
"Functional_module_501",1,1,TRUE,"PCDHB7",FALSE,NA,FALSE,NA
"Functional_module_502",1,1,TRUE,"PCDHB8",FALSE,NA,FALSE,NA
"Functional_module_503",1,1,TRUE,"PCTP",FALSE,NA,FALSE,NA
"Functional_module_504",1,1,TRUE,"PDCD6",FALSE,NA,FALSE,NA
"Functional_module_505",1,1,TRUE,"PDE4A",FALSE,NA,FALSE,NA
"Functional_module_506",1,1,TRUE,"PDGFA",FALSE,NA,FALSE,NA
"Functional_module_507",1,1,TRUE,"PDK2",FALSE,NA,FALSE,NA
"Functional_module_508",1,1,TRUE,"PDLIM2",FALSE,NA,FALSE,NA
"Functional_module_509",1,1,TRUE,"PELI3",FALSE,NA,FALSE,NA
"Functional_module_51",1,1,TRUE,"ASF1A",FALSE,NA,FALSE,NA
"Functional_module_510",1,1,TRUE,"PHF3",FALSE,NA,FALSE,NA
"Functional_module_511",1,1,TRUE,"PHPT1",FALSE,NA,FALSE,NA
"Functional_module_512",1,1,TRUE,"PI4K2A",FALSE,NA,FALSE,NA
"Functional_module_513",1,1,TRUE,"PICK1",FALSE,NA,FALSE,NA
"Functional_module_514",1,1,TRUE,"PID1",FALSE,NA,FALSE,NA
"Functional_module_515",1,1,TRUE,"PIM1",FALSE,NA,FALSE,NA
"Functional_module_516",1,1,TRUE,"PIR",FALSE,NA,FALSE,NA
"Functional_module_517",1,1,TRUE,"PITPNM3",FALSE,NA,FALSE,NA
"Functional_module_518",1,1,TRUE,"PKLR",FALSE,NA,FALSE,NA
"Functional_module_519",1,1,TRUE,"PKP4",FALSE,NA,FALSE,NA
"Functional_module_52",1,1,TRUE,"ATCAY",FALSE,NA,FALSE,NA
"Functional_module_520",1,1,TRUE,"PLAAT4",FALSE,NA,FALSE,NA
"Functional_module_521",1,1,TRUE,"PLEKHA6",FALSE,NA,FALSE,NA
"Functional_module_522",1,1,TRUE,"PLEKHG3",FALSE,NA,FALSE,NA
"Functional_module_523",1,1,TRUE,"PLXNA4",FALSE,NA,FALSE,NA
"Functional_module_524",1,1,TRUE,"PNP",FALSE,NA,FALSE,NA
"Functional_module_525",1,1,TRUE,"POLD4",FALSE,NA,FALSE,NA
"Functional_module_526",1,1,TRUE,"POLDIP2",FALSE,NA,FALSE,NA
"Functional_module_527",1,1,TRUE,"POLE4",FALSE,NA,FALSE,NA
"Functional_module_528",1,1,TRUE,"POP7",FALSE,NA,FALSE,NA
"Functional_module_529",1,1,TRUE,"PPARG",FALSE,NA,FALSE,NA
"Functional_module_53",1,1,TRUE,"ATG12",FALSE,NA,FALSE,NA
"Functional_module_530",1,1,TRUE,"PPM1J",FALSE,NA,FALSE,NA
"Functional_module_531",1,1,TRUE,"PPM1L",FALSE,NA,FALSE,NA
"Functional_module_532",1,1,TRUE,"PPP1R14A",FALSE,NA,FALSE,NA
"Functional_module_533",1,1,TRUE,"PRADC1",FALSE,NA,FALSE,NA
"Functional_module_534",2,1,TRUE,"PRELID1/SLMO1",FALSE,NA,FALSE,NA
"Functional_module_535",1,1,TRUE,"PREX1",FALSE,NA,FALSE,NA
"Functional_module_536",1,1,TRUE,"PRICKLE1",FALSE,NA,FALSE,NA
"Functional_module_537",1,1,TRUE,"PRKAR1B",FALSE,NA,FALSE,NA
"Functional_module_538",1,1,TRUE,"PRKCZ",FALSE,NA,FALSE,NA
"Functional_module_539",1,1,TRUE,"PRRG1",FALSE,NA,FALSE,NA
"Functional_module_54",1,1,TRUE,"ATOX1",FALSE,NA,FALSE,NA
"Functional_module_540",1,1,TRUE,"PRUNE2",FALSE,NA,FALSE,NA
"Functional_module_541",1,1,TRUE,"PSME2",FALSE,NA,FALSE,NA
"Functional_module_542",1,1,TRUE,"PSMF1",FALSE,NA,FALSE,NA
"Functional_module_543",1,1,TRUE,"PTCHD1",FALSE,NA,FALSE,NA
"Functional_module_544",1,1,TRUE,"PTGER1",FALSE,NA,FALSE,NA
"Functional_module_545",1,1,TRUE,"PTGER2",FALSE,NA,FALSE,NA
"Functional_module_546",1,1,TRUE,"PTGR2",FALSE,NA,FALSE,NA
"Functional_module_547",1,1,TRUE,"PTPA",FALSE,NA,FALSE,NA
"Functional_module_548",1,1,TRUE,"PTPN18",FALSE,NA,FALSE,NA
"Functional_module_549",1,1,TRUE,"PTPRH",FALSE,NA,FALSE,NA
"Functional_module_55",1,1,TRUE,"ATP1B1",FALSE,NA,FALSE,NA
"Functional_module_550",1,1,TRUE,"PTRH1",FALSE,NA,FALSE,NA
"Functional_module_551",1,1,TRUE,"PYCARD",FALSE,NA,FALSE,NA
"Functional_module_552",1,1,TRUE,"RAB11FIP5",FALSE,NA,FALSE,NA
"Functional_module_553",1,1,TRUE,"RAB26",FALSE,NA,FALSE,NA
"Functional_module_554",1,1,TRUE,"RAB27B",FALSE,NA,FALSE,NA
"Functional_module_555",1,1,TRUE,"RAB37",FALSE,NA,FALSE,NA
"Functional_module_556",1,1,TRUE,"RABAC1",FALSE,NA,FALSE,NA
"Functional_module_557",1,1,TRUE,"RABEPK",FALSE,NA,FALSE,NA
"Functional_module_558",1,1,TRUE,"RAP2A",FALSE,NA,FALSE,NA
"Functional_module_559",1,1,TRUE,"RFFL",FALSE,NA,FALSE,NA
"Functional_module_56",1,1,TRUE,"ATP5MPL",FALSE,NA,FALSE,NA
"Functional_module_560",1,1,TRUE,"RGS17",FALSE,NA,FALSE,NA
"Functional_module_561",1,1,TRUE,"RNF103",FALSE,NA,FALSE,NA
"Functional_module_562",1,1,TRUE,"RNF13",FALSE,NA,FALSE,NA
"Functional_module_563",1,1,TRUE,"RNF130",FALSE,NA,FALSE,NA
"Functional_module_564",1,1,TRUE,"RNF181",FALSE,NA,FALSE,NA
"Functional_module_565",1,1,TRUE,"RNF19B",FALSE,NA,FALSE,NA
"Functional_module_566",1,1,TRUE,"RNF213",FALSE,NA,FALSE,NA
"Functional_module_567",1,1,TRUE,"RNF26",FALSE,NA,FALSE,NA
"Functional_module_568",1,1,TRUE,"ROGDI",FALSE,NA,FALSE,NA
"Functional_module_569",1,1,TRUE,"RPP21",FALSE,NA,FALSE,NA
"Functional_module_57",4,1,TRUE,"ATP6V0A1/ATP6V0D1/ATP6V0D2/MEAK7",FALSE,NA,FALSE,NA
"Functional_module_570",1,1,TRUE,"RRAGD",FALSE,NA,FALSE,NA
"Functional_module_571",1,1,TRUE,"RSPO1",FALSE,NA,FALSE,NA
"Functional_module_572",1,1,TRUE,"RSPO2",FALSE,NA,FALSE,NA
"Functional_module_573",1,1,TRUE,"RTN4RL1",FALSE,NA,FALSE,NA
"Functional_module_574",1,1,TRUE,"RUFY4",FALSE,NA,FALSE,NA
"Functional_module_575",1,1,TRUE,"RUNDC1",FALSE,NA,FALSE,NA
"Functional_module_576",1,1,TRUE,"RYR3",FALSE,NA,FALSE,NA
"Functional_module_577",1,1,TRUE,"S100A2",FALSE,NA,FALSE,NA
"Functional_module_578",1,1,TRUE,"SCAMP1",FALSE,NA,FALSE,NA
"Functional_module_579",1,1,TRUE,"SCUBE1",FALSE,NA,FALSE,NA
"Functional_module_58",1,1,TRUE,"ATP8B1",FALSE,NA,FALSE,NA
"Functional_module_580",1,1,TRUE,"SDC1",FALSE,NA,FALSE,NA
"Functional_module_581",1,1,TRUE,"SDC3",FALSE,NA,FALSE,NA
"Functional_module_582",1,1,TRUE,"SDF4",FALSE,NA,FALSE,NA
"Functional_module_583",1,1,TRUE,"SDHA",FALSE,NA,FALSE,NA
"Functional_module_584",1,1,TRUE,"SEC11C",FALSE,NA,FALSE,NA
"Functional_module_585",2,1,TRUE,"SEC61G/TMEM258",FALSE,NA,FALSE,NA
"Functional_module_586",1,1,TRUE,"SELENOM",FALSE,NA,FALSE,NA
"Functional_module_587",1,1,TRUE,"SEMA3A",FALSE,NA,FALSE,NA
"Functional_module_588",1,1,TRUE,"SEMA4C",FALSE,NA,FALSE,NA
"Functional_module_589",1,1,TRUE,"SEMA4F",FALSE,NA,FALSE,NA
"Functional_module_59",1,1,TRUE,"ATPSCKMT",FALSE,NA,FALSE,NA
"Functional_module_590",1,1,TRUE,"SEMA7A",FALSE,NA,FALSE,NA
"Functional_module_591",1,1,TRUE,"SERPINA6",FALSE,NA,FALSE,NA
"Functional_module_592",1,1,TRUE,"SFRP2",FALSE,NA,FALSE,NA
"Functional_module_593",1,1,TRUE,"SFXN3",FALSE,NA,FALSE,NA
"Functional_module_594",1,1,TRUE,"SHFL",FALSE,NA,FALSE,NA
"Functional_module_595",1,1,TRUE,"SHMT1",FALSE,NA,FALSE,NA
"Functional_module_596",1,1,TRUE,"SHROOM3",FALSE,NA,FALSE,NA
"Functional_module_597",1,1,TRUE,"SIGLEC6",FALSE,NA,FALSE,NA
"Functional_module_598",1,1,TRUE,"SLAMF7",FALSE,NA,FALSE,NA
"Functional_module_599",1,1,TRUE,"SLAMF8",FALSE,NA,FALSE,NA
"Functional_module_6",1,1,TRUE,"ABLIM2",FALSE,NA,FALSE,NA
"Functional_module_60",1,1,TRUE,"AXIN2",FALSE,NA,FALSE,NA
"Functional_module_600",1,1,TRUE,"SLC16A1",FALSE,NA,FALSE,NA
"Functional_module_601",1,1,TRUE,"SLC1A5",FALSE,NA,FALSE,NA
"Functional_module_602",1,1,TRUE,"SLC22A18",FALSE,NA,FALSE,NA
"Functional_module_603",1,1,TRUE,"SLC24A3",FALSE,NA,FALSE,NA
"Functional_module_604",1,1,TRUE,"SLC25A23",FALSE,NA,FALSE,NA
"Functional_module_605",1,1,TRUE,"SLC26A11",FALSE,NA,FALSE,NA
"Functional_module_606",1,1,TRUE,"SLC2A1",FALSE,NA,FALSE,NA
"Functional_module_607",1,1,TRUE,"SLC2A8",FALSE,NA,FALSE,NA
"Functional_module_608",1,1,TRUE,"SLC30A5",FALSE,NA,FALSE,NA
"Functional_module_609",1,1,TRUE,"SLC31A2",FALSE,NA,FALSE,NA
"Functional_module_61",1,1,TRUE,"AZGP1",FALSE,NA,FALSE,NA
"Functional_module_610",1,1,TRUE,"SLC35B3",FALSE,NA,FALSE,NA
"Functional_module_611",1,1,TRUE,"SLC35D2",FALSE,NA,FALSE,NA
"Functional_module_612",1,1,TRUE,"SLC35E4",FALSE,NA,FALSE,NA
"Functional_module_613",1,1,TRUE,"SLC37A1",FALSE,NA,FALSE,NA
"Functional_module_614",1,1,TRUE,"SLC39A3",FALSE,NA,FALSE,NA
"Functional_module_615",1,1,TRUE,"SLC40A1",FALSE,NA,FALSE,NA
"Functional_module_616",1,1,TRUE,"SLC43A1",FALSE,NA,FALSE,NA
"Functional_module_617",1,1,TRUE,"SLC46A1",FALSE,NA,FALSE,NA
"Functional_module_618",1,1,TRUE,"SLC47A1",FALSE,NA,FALSE,NA
"Functional_module_619",1,1,TRUE,"SLC48A1",FALSE,NA,FALSE,NA
"Functional_module_62",1,1,TRUE,"B3GNT8",FALSE,NA,FALSE,NA
"Functional_module_620",1,1,TRUE,"SLC4A10",FALSE,NA,FALSE,NA
"Functional_module_621",1,1,TRUE,"SLC4A4",FALSE,NA,FALSE,NA
"Functional_module_622",1,1,TRUE,"SLC50A1",FALSE,NA,FALSE,NA
"Functional_module_623",1,1,TRUE,"SLC6A8",FALSE,NA,FALSE,NA
"Functional_module_624",1,1,TRUE,"SLC7A8",FALSE,NA,FALSE,NA
"Functional_module_625",1,1,TRUE,"SLC9A5",FALSE,NA,FALSE,NA
"Functional_module_626",1,1,TRUE,"SLCO4A1",FALSE,NA,FALSE,NA
"Functional_module_627",1,1,TRUE,"SLCO4C1",FALSE,NA,FALSE,NA
"Functional_module_628",1,1,TRUE,"SNCB",FALSE,NA,FALSE,NA
"Functional_module_629",1,1,TRUE,"SNPH",FALSE,NA,FALSE,NA
"Functional_module_63",2,1,TRUE,"B4GALT4/ST3GAL4",FALSE,NA,FALSE,NA
"Functional_module_630",1,1,TRUE,"SNTB1",FALSE,NA,FALSE,NA
"Functional_module_631",1,1,TRUE,"SOD2",FALSE,NA,FALSE,NA
"Functional_module_632",1,1,TRUE,"SORBS1",FALSE,NA,FALSE,NA
"Functional_module_633",1,1,TRUE,"SORBS2",FALSE,NA,FALSE,NA
"Functional_module_634",1,1,TRUE,"SORCS2",FALSE,NA,FALSE,NA
"Functional_module_635",1,1,TRUE,"SOWAHD",FALSE,NA,FALSE,NA
"Functional_module_636",1,1,TRUE,"SPEN",FALSE,NA,FALSE,NA
"Functional_module_637",1,1,TRUE,"SPICE1",FALSE,NA,FALSE,NA
"Functional_module_638",1,1,TRUE,"SPON1",FALSE,NA,FALSE,NA
"Functional_module_639",1,1,TRUE,"SPP1",FALSE,NA,FALSE,NA
"Functional_module_64",1,1,TRUE,"B4GALT7",FALSE,NA,FALSE,NA
"Functional_module_640",1,1,TRUE,"SPRYD3",FALSE,NA,FALSE,NA
"Functional_module_641",1,1,TRUE,"SQOR",FALSE,NA,FALSE,NA
"Functional_module_642",1,1,TRUE,"SRXN1",FALSE,NA,FALSE,NA
"Functional_module_643",1,1,TRUE,"SSBP4",FALSE,NA,FALSE,NA
"Functional_module_644",1,1,TRUE,"SSNA1",FALSE,NA,FALSE,NA
"Functional_module_645",1,1,TRUE,"SSU72",FALSE,NA,FALSE,NA
"Functional_module_646",1,1,TRUE,"ST6GALNAC6",FALSE,NA,FALSE,NA
"Functional_module_647",1,1,TRUE,"STAP2",FALSE,NA,FALSE,NA
"Functional_module_648",1,1,TRUE,"STARD3NL",FALSE,NA,FALSE,NA
"Functional_module_649",1,1,TRUE,"STK25",FALSE,NA,FALSE,NA
"Functional_module_65",1,1,TRUE,"BATF",FALSE,NA,FALSE,NA
"Functional_module_650",1,1,TRUE,"STX11",FALSE,NA,FALSE,NA
"Functional_module_651",1,1,TRUE,"STX8",FALSE,NA,FALSE,NA
"Functional_module_652",1,1,TRUE,"STXBP1",FALSE,NA,FALSE,NA
"Functional_module_653",1,1,TRUE,"SUMO3",FALSE,NA,FALSE,NA
"Functional_module_654",1,1,TRUE,"SUSD2",FALSE,NA,FALSE,NA
"Functional_module_655",1,1,TRUE,"SYDE1",FALSE,NA,FALSE,NA
"Functional_module_656",1,1,TRUE,"SYNDIG1",FALSE,NA,FALSE,NA
"Functional_module_657",1,1,TRUE,"SYT11",FALSE,NA,FALSE,NA
"Functional_module_658",1,1,TRUE,"SYTL2",FALSE,NA,FALSE,NA
"Functional_module_659",1,1,TRUE,"SYTL3",FALSE,NA,FALSE,NA
"Functional_module_66",1,1,TRUE,"BATF2",FALSE,NA,FALSE,NA
"Functional_module_660",3,1,TRUE,"TAB1/TNFRSF1B/TNFRSF21",FALSE,NA,FALSE,NA
"Functional_module_661",1,1,TRUE,"TACO1",FALSE,NA,FALSE,NA
"Functional_module_662",1,1,TRUE,"TANGO2",FALSE,NA,FALSE,NA
"Functional_module_663",1,1,TRUE,"TAP1",FALSE,NA,FALSE,NA
"Functional_module_664",1,1,TRUE,"TATDN3",FALSE,NA,FALSE,NA
"Functional_module_665",1,1,TRUE,"TBC1D13",FALSE,NA,FALSE,NA
"Functional_module_666",1,1,TRUE,"TBC1D30",FALSE,NA,FALSE,NA
"Functional_module_667",1,1,TRUE,"TBCB",FALSE,NA,FALSE,NA
"Functional_module_668",1,1,TRUE,"TC2N",FALSE,NA,FALSE,NA
"Functional_module_669",1,1,TRUE,"TCAF1",FALSE,NA,FALSE,NA
"Functional_module_67",1,1,TRUE,"BBS2",FALSE,NA,FALSE,NA
"Functional_module_670",1,1,TRUE,"TCF25",FALSE,NA,FALSE,NA
"Functional_module_671",1,1,TRUE,"TCTA",FALSE,NA,FALSE,NA
"Functional_module_672",1,1,TRUE,"TDRKH",FALSE,NA,FALSE,NA
"Functional_module_673",1,1,TRUE,"TEX2",FALSE,NA,FALSE,NA
"Functional_module_674",1,1,TRUE,"THEM6",FALSE,NA,FALSE,NA
"Functional_module_675",1,1,TRUE,"THNSL2",FALSE,NA,FALSE,NA
"Functional_module_676",1,1,TRUE,"THSD1",FALSE,NA,FALSE,NA
"Functional_module_677",1,1,TRUE,"THTPA",FALSE,NA,FALSE,NA
"Functional_module_678",1,1,TRUE,"TIGD5",FALSE,NA,FALSE,NA
"Functional_module_679",1,1,TRUE,"TM9SF3",FALSE,NA,FALSE,NA
"Functional_module_68",1,1,TRUE,"BCAP31",FALSE,NA,FALSE,NA
"Functional_module_680",1,1,TRUE,"TMBIM1",FALSE,NA,FALSE,NA
"Functional_module_681",1,1,TRUE,"TMED9",FALSE,NA,FALSE,NA
"Functional_module_682",1,1,TRUE,"TMEFF2",FALSE,NA,FALSE,NA
"Functional_module_683",1,1,TRUE,"TMEM101",FALSE,NA,FALSE,NA
"Functional_module_684",1,1,TRUE,"TMEM108",FALSE,NA,FALSE,NA
