"module","module_content_number","multi_omics_num","include_genes","genes","include_metabolites","metabolites","include_pathways","pathways"
"Functional_module_685",1,1,TRUE,"TMEM121",FALSE,NA,FALSE,NA
"Functional_module_686",1,1,TRUE,"TMEM132C",FALSE,NA,FALSE,NA
"Functional_module_687",1,1,TRUE,"TMEM171",FALSE,NA,FALSE,NA
"Functional_module_688",1,1,TRUE,"TMEM203",FALSE,NA,FALSE,NA
"Functional_module_689",1,1,TRUE,"TMEM219",FALSE,NA,FALSE,NA
"Functional_module_69",14,1,TRUE,"BCL2L1/CDKN2B/EIF4EBP1/ESR1/GRB14/HRAS/MAGI1/MAGI3/MRAS/PDPK1/PPP2R2B/RALB/RAPGEF2/RGL1",FALSE,NA,FALSE,NA
"Functional_module_690",1,1,TRUE,"TMEM222",FALSE,NA,FALSE,NA
"Functional_module_691",1,1,TRUE,"TMEM229B",FALSE,NA,FALSE,NA
"Functional_module_692",1,1,TRUE,"TMEM246",FALSE,NA,FALSE,NA
"Functional_module_693",1,1,TRUE,"TMEM250",FALSE,NA,FALSE,NA
"Functional_module_694",1,1,TRUE,"TMEM255A",FALSE,NA,FALSE,NA
"Functional_module_695",1,1,TRUE,"TMEM51",FALSE,NA,FALSE,NA
"Functional_module_696",1,1,TRUE,"TMEM80",FALSE,NA,FALSE,NA
"Functional_module_697",1,1,TRUE,"TMEM94",FALSE,NA,FALSE,NA
"Functional_module_698",1,1,TRUE,"TMEM98",FALSE,NA,FALSE,NA
"Functional_module_699",1,1,TRUE,"TMEM9B",FALSE,NA,FALSE,NA
"Functional_module_7",1,1,TRUE,"ABLIM3",FALSE,NA,FALSE,NA
"Functional_module_70",1,1,TRUE,"BCL2L13",FALSE,NA,FALSE,NA
"Functional_module_700",1,1,TRUE,"TMIGD3",FALSE,NA,FALSE,NA
"Functional_module_701",1,1,TRUE,"TMUB1",FALSE,NA,FALSE,NA
"Functional_module_702",1,1,TRUE,"TMUB2",FALSE,NA,FALSE,NA
"Functional_module_703",1,1,TRUE,"TNFSF12",FALSE,NA,FALSE,NA
"Functional_module_704",1,1,TRUE,"TNNI2",FALSE,NA,FALSE,NA
"Functional_module_705",1,1,TRUE,"TOLLIP",FALSE,NA,FALSE,NA
"Functional_module_706",1,1,TRUE,"TOM1",FALSE,NA,FALSE,NA
"Functional_module_707",1,1,TRUE,"TOR2A",FALSE,NA,FALSE,NA
"Functional_module_708",1,1,TRUE,"TPBGL",FALSE,NA,FALSE,NA
"Functional_module_709",1,1,TRUE,"TPM3",FALSE,NA,FALSE,NA
"Functional_module_71",1,1,TRUE,"BCL2L14",FALSE,NA,FALSE,NA
"Functional_module_710",1,1,TRUE,"TRAF3IP1",FALSE,NA,FALSE,NA
"Functional_module_711",1,1,TRUE,"TRAK2",FALSE,NA,FALSE,NA
"Functional_module_712",1,1,TRUE,"TRAPPC1",FALSE,NA,FALSE,NA
"Functional_module_713",1,1,TRUE,"TRAPPC3",FALSE,NA,FALSE,NA
"Functional_module_714",1,1,TRUE,"TRHDE",FALSE,NA,FALSE,NA
"Functional_module_715",1,1,TRUE,"TRIAP1",FALSE,NA,FALSE,NA
"Functional_module_716",1,1,TRUE,"TRIL",FALSE,NA,FALSE,NA
"Functional_module_717",1,1,TRUE,"TRIM35",FALSE,NA,FALSE,NA
"Functional_module_718",1,1,TRUE,"TRPM2",FALSE,NA,FALSE,NA
"Functional_module_719",1,1,TRUE,"TRUB1",FALSE,NA,FALSE,NA
"Functional_module_72",1,1,TRUE,"BCL7B",FALSE,NA,FALSE,NA
"Functional_module_720",1,1,TRUE,"TSPAN17",FALSE,NA,FALSE,NA
"Functional_module_721",1,1,TRUE,"TSPAN2",FALSE,NA,FALSE,NA
"Functional_module_722",1,1,TRUE,"TSTA3",FALSE,NA,FALSE,NA
"Functional_module_723",1,1,TRUE,"TTC1",FALSE,NA,FALSE,NA
"Functional_module_724",1,1,TRUE,"TTC23",FALSE,NA,FALSE,NA
"Functional_module_725",1,1,TRUE,"TTC7B",FALSE,NA,FALSE,NA
"Functional_module_726",1,1,TRUE,"TTLL1",FALSE,NA,FALSE,NA
"Functional_module_727",1,1,TRUE,"TTR",FALSE,NA,FALSE,NA
"Functional_module_728",1,1,TRUE,"TUBA8",FALSE,NA,FALSE,NA
"Functional_module_729",1,1,TRUE,"TUBGCP2",FALSE,NA,FALSE,NA
"Functional_module_73",7,1,TRUE,"BCL9/CCND1/CEACAM3/INA/MAPK12/NEFH/NEFM",FALSE,NA,FALSE,NA
"Functional_module_730",1,1,TRUE,"TYRO3",FALSE,NA,FALSE,NA
"Functional_module_731",1,1,TRUE,"UBA7",FALSE,NA,FALSE,NA
"Functional_module_732",1,1,TRUE,"UBASH3B",FALSE,NA,FALSE,NA
"Functional_module_733",1,1,TRUE,"UBE2E3",FALSE,NA,FALSE,NA
"Functional_module_734",1,1,TRUE,"UBE2L6",FALSE,NA,FALSE,NA
"Functional_module_735",1,1,TRUE,"UBL5",FALSE,NA,FALSE,NA
"Functional_module_736",1,1,TRUE,"UBXN6",FALSE,NA,FALSE,NA
"Functional_module_737",1,1,TRUE,"UCHL3",FALSE,NA,FALSE,NA
"Functional_module_738",1,1,TRUE,"UCK1",FALSE,NA,FALSE,NA
"Functional_module_739",1,1,TRUE,"UCN",FALSE,NA,FALSE,NA
"Functional_module_74",1,1,TRUE,"BCO2",FALSE,NA,FALSE,NA
"Functional_module_740",1,1,TRUE,"UGGT2",FALSE,NA,FALSE,NA
"Functional_module_741",1,1,TRUE,"UNC50",FALSE,NA,FALSE,NA
"Functional_module_742",1,1,TRUE,"URM1",FALSE,NA,FALSE,NA
"Functional_module_743",1,1,TRUE,"VAMP5",FALSE,NA,FALSE,NA
"Functional_module_744",1,1,TRUE,"VANGL1",FALSE,NA,FALSE,NA
"Functional_module_745",1,1,TRUE,"VASN",FALSE,NA,FALSE,NA
"Functional_module_746",1,1,TRUE,"VAT1",FALSE,NA,FALSE,NA
"Functional_module_747",1,1,TRUE,"VAT1L",FALSE,NA,FALSE,NA
"Functional_module_748",1,1,TRUE,"VNN1",FALSE,NA,FALSE,NA
"Functional_module_749",1,1,TRUE,"VOPP1",FALSE,NA,FALSE,NA
"Functional_module_75",1,1,TRUE,"BEX1",FALSE,NA,FALSE,NA
"Functional_module_750",1,1,TRUE,"VPS26B",FALSE,NA,FALSE,NA
"Functional_module_751",1,1,TRUE,"WARS",FALSE,NA,FALSE,NA
"Functional_module_752",1,1,TRUE,"WASF3",FALSE,NA,FALSE,NA
"Functional_module_753",1,1,TRUE,"WBP1",FALSE,NA,FALSE,NA
"Functional_module_754",1,1,TRUE,"WDR45",FALSE,NA,FALSE,NA
"Functional_module_755",1,1,TRUE,"WDR63",FALSE,NA,FALSE,NA
"Functional_module_756",1,1,TRUE,"WDR64",FALSE,NA,FALSE,NA
"Functional_module_757",1,1,TRUE,"WIPI1",FALSE,NA,FALSE,NA
"Functional_module_758",1,1,TRUE,"WNK2",FALSE,NA,FALSE,NA
"Functional_module_759",1,1,TRUE,"WRNIP1",FALSE,NA,FALSE,NA
"Functional_module_76",1,1,TRUE,"BLK",FALSE,NA,FALSE,NA
"Functional_module_760",1,1,TRUE,"YIF1A",FALSE,NA,FALSE,NA
"Functional_module_761",1,1,TRUE,"YIPF2",FALSE,NA,FALSE,NA
"Functional_module_762",1,1,TRUE,"YJEFN3",FALSE,NA,FALSE,NA
"Functional_module_763",1,1,TRUE,"YPEL3",FALSE,NA,FALSE,NA
"Functional_module_764",1,1,TRUE,"ZBP1",FALSE,NA,FALSE,NA
"Functional_module_765",1,1,TRUE,"ZBTB22",FALSE,NA,FALSE,NA
"Functional_module_766",1,1,TRUE,"ZBTB42",FALSE,NA,FALSE,NA
"Functional_module_767",1,1,TRUE,"ZBTB47",FALSE,NA,FALSE,NA
"Functional_module_768",1,1,TRUE,"ZDHHC24",FALSE,NA,FALSE,NA
"Functional_module_769",1,1,TRUE,"ZDHHC3",FALSE,NA,FALSE,NA
"Functional_module_77",1,1,TRUE,"BLVRB",FALSE,NA,FALSE,NA
"Functional_module_770",1,1,TRUE,"ZDHHC7",FALSE,NA,FALSE,NA
"Functional_module_771",1,1,TRUE,"ZFYVE21",FALSE,NA,FALSE,NA
"Functional_module_772",1,1,TRUE,"ZFYVE28",FALSE,NA,FALSE,NA
"Functional_module_773",1,1,TRUE,"ZKSCAN3",FALSE,NA,FALSE,NA
"Functional_module_774",1,1,TRUE,"ZMYND15",FALSE,NA,FALSE,NA
"Functional_module_775",1,1,TRUE,"ZNF133",FALSE,NA,FALSE,NA
"Functional_module_776",1,1,TRUE,"ZNF148",FALSE,NA,FALSE,NA
"Functional_module_777",1,1,TRUE,"ZNF469",FALSE,NA,FALSE,NA
"Functional_module_778",1,1,TRUE,"ZNF503",FALSE,NA,FALSE,NA
"Functional_module_779",1,1,TRUE,"ZNF71",FALSE,NA,FALSE,NA
"Functional_module_78",1,1,TRUE,"BOK",FALSE,NA,FALSE,NA
"Functional_module_780",1,1,TRUE,"ZNF746",FALSE,NA,FALSE,NA
"Functional_module_781",1,1,TRUE,"ZNF786",FALSE,NA,FALSE,NA
"Functional_module_782",1,1,TRUE,"ZNF804A",FALSE,NA,FALSE,NA
"Functional_module_783",1,1,TRUE,"ZSCAN30",FALSE,NA,FALSE,NA
"Functional_module_784",1,1,TRUE,"ZSWIM5",FALSE,NA,FALSE,NA
"Functional_module_785",10,1,FALSE,NA,FALSE,NA,TRUE,"GO:0001530/GO:0003018/GO:0005200/GO:0006091/GO:0008637/GO:0030145/GO:0046930/GO:0051260/GO:0070269/GO:0072593"
"Functional_module_786",6,1,FALSE,NA,FALSE,NA,TRUE,"GO:0001562/GO:0007584/GO:0014823/GO:0032354/GO:0071371/GO:0071372"
"Functional_module_787",2,1,FALSE,NA,FALSE,NA,TRUE,"GO:0001906/GO:0141061"
"Functional_module_788",14,1,FALSE,NA,FALSE,NA,TRUE,"GO:0002443/GO:0002449/GO:0002455/GO:0002523/GO:0006935/GO:0006959/GO:0016064/GO:0019724/GO:0030595/GO:0042330/GO:0050900/GO:0050919/GO:0097529/R-HSA-9664424"
"Functional_module_789",1,1,FALSE,NA,FALSE,NA,TRUE,"GO:0002526"
"Functional_module_79",1,1,TRUE,"BORCS6",FALSE,NA,FALSE,NA
"Functional_module_790",48,1,FALSE,NA,FALSE,NA,TRUE,"GO:0002532/GO:0002685/GO:0002920/GO:0007599/GO:0030193/GO:0030194/GO:0030195/GO:0030449/GO:0031400/GO:0032102/GO:0032602/GO:0032642/GO:0032722/GO:0034764/GO:0034767/GO:0035418/GO:0042060/GO:0043270/GO:0043410/GO:0043457/GO:0045088/GO:0045429/GO:0050729/GO:0050818/GO:0050820/GO:0050878/GO:0051346/GO:0051928/GO:0061041/GO:0061045/GO:0072659/GO:0090303/GO:0097191/GO:1900046/GO:1900047/GO:1900048/GO:1902683/GO:1903034/GO:1903035/GO:1903036/GO:1904375/GO:1905475/GO:1990778/GO:2001233/GO:2001234/GO:2001236/GO:2001237/R-HSA-9660826"
"Functional_module_791",1,1,FALSE,NA,FALSE,NA,TRUE,"GO:0002536"
"Functional_module_792",1,1,FALSE,NA,FALSE,NA,TRUE,"GO:0002679"
"Functional_module_793",21,1,FALSE,NA,FALSE,NA,TRUE,"GO:0003779/GO:0005604/GO:0005884/GO:0005938/GO:0009898/GO:0009925/GO:0014069/GO:0016323/GO:0030863/GO:0030864/GO:0032279/GO:0043197/GO:0043198/GO:0044309/GO:0045178/GO:0097060/GO:0098562/GO:0098839/GO:0098984/GO:0099571/GO:0150034"
"Functional_module_794",55,1,FALSE,NA,FALSE,NA,TRUE,"GO:0004620/GO:0005996/GO:0006090/GO:0006163/GO:0006575/GO:0006650/GO:0006730/GO:0006734/GO:0006739/GO:0006740/GO:0006760/GO:0006766/GO:0006778/GO:0008645/GO:0009062/GO:0009135/GO:0009179/GO:0015749/GO:0016042/GO:0016052/GO:0016054/GO:0016646/GO:0019362/GO:0033013/GO:0042168/GO:0042176/GO:0042440/GO:0042558/GO:0043603/GO:0043648/GO:0043649/GO:0044248/GO:0044282/GO:0045017/GO:0046395/GO:0046434/GO:0046496/GO:0046653/GO:0046710/GO:0046906/GO:0048029/GO:0050661/GO:0072329/GO:0072523/GO:0072524/GO:0072526/GO:1901136/GO:1903825/GO:1904407/GO:1904659/GO:1905039/hsa01200/R-HSA-196757/R-HSA-196849/R-HSA-196854"
"Functional_module_795",6,1,FALSE,NA,FALSE,NA,TRUE,"GO:0004857/GO:0004866/GO:0030414/GO:0051336/GO:0061134/GO:0061135"
"Functional_module_796",32,1,FALSE,NA,FALSE,NA,TRUE,"GO:0005641/GO:0005765/GO:0005766/GO:0005770/GO:0005774/GO:0005788/GO:0030667/GO:0031089/GO:0031091/GO:0031093/GO:0031902/GO:0031907/GO:0031983/GO:0034774/GO:0035577/GO:0035578/GO:0035579/GO:0042581/GO:0042582/GO:0042827/GO:0060205/GO:0070820/GO:0071682/GO:0098791/GO:0098852/GO:0101002/GO:1904724/GO:1904813/R-HSA-114608/R-HSA-6798695/R-HSA-76002/R-HSA-76005"
"Functional_module_797",5,1,FALSE,NA,FALSE,NA,TRUE,"GO:0005802/GO:0030133/GO:0030139/GO:0030140/GO:0070382"
"Functional_module_798",1,1,FALSE,NA,FALSE,NA,TRUE,"GO:0005833"
"Functional_module_799",3,1,FALSE,NA,FALSE,NA,TRUE,"GO:0006635/GO:0019395/GO:0034440"
"Functional_module_8",1,1,TRUE,"ABRACL",FALSE,NA,FALSE,NA
"Functional_module_80",1,1,TRUE,"BPGM",FALSE,NA,FALSE,NA
"Functional_module_800",3,1,FALSE,NA,FALSE,NA,TRUE,"GO:0006749/hsa00480/R-HSA-174403"
"Functional_module_801",6,1,FALSE,NA,FALSE,NA,TRUE,"GO:0006879/GO:0034101/GO:0048821/GO:0055078/GO:0060586/GO:0140962"
"Functional_module_802",1,1,FALSE,NA,FALSE,NA,TRUE,"GO:0006953"
"Functional_module_803",6,1,FALSE,NA,FALSE,NA,TRUE,"GO:0006956/GO:0006957/GO:0006958/hsa04610/R-HSA-166658/R-HSA-977606"
"Functional_module_804",4,1,FALSE,NA,FALSE,NA,TRUE,"GO:0007034/GO:0015669/GO:0015711/GO:0098739"
"Functional_module_805",3,1,FALSE,NA,FALSE,NA,TRUE,"GO:0007596/GO:0050817/R-HSA-140877"
"Functional_module_806",1,1,FALSE,NA,FALSE,NA,TRUE,"GO:0015671"
"Functional_module_807",1,1,FALSE,NA,FALSE,NA,TRUE,"GO:0016298"
"Functional_module_808",2,1,FALSE,NA,FALSE,NA,TRUE,"GO:0030121/GO:0030135"
"Functional_module_809",1,1,FALSE,NA,FALSE,NA,TRUE,"GO:0030136"
"Functional_module_81",1,1,TRUE,"BPTF",FALSE,NA,FALSE,NA
"Functional_module_810",2,1,FALSE,NA,FALSE,NA,TRUE,"GO:0031640/GO:0141060"
"Functional_module_811",1,1,FALSE,NA,FALSE,NA,TRUE,"GO:0031838"
"Functional_module_812",1,1,FALSE,NA,FALSE,NA,TRUE,"GO:0042742"
"Functional_module_813",1,1,FALSE,NA,FALSE,NA,TRUE,"GO:0042832"
"Functional_module_814",1,1,FALSE,NA,FALSE,NA,TRUE,"GO:0043473"
"Functional_module_815",1,1,FALSE,NA,FALSE,NA,TRUE,"GO:0062023"
"Functional_module_816",2,1,FALSE,NA,FALSE,NA,TRUE,"hsa04216/hsa05230"
"Functional_module_817",1,1,FALSE,NA,FALSE,NA,TRUE,"R-HSA-1237044"
"Functional_module_818",1,1,FALSE,NA,FALSE,NA,TRUE,"R-HSA-1480926"
"Functional_module_82",1,1,TRUE,"BRMS1",FALSE,NA,FALSE,NA
"Functional_module_83",1,1,FALSE,NA,TRUE,"C00167",FALSE,NA
"Functional_module_84",13,2,TRUE,"CCL3/CCL5/CCR1/CXCR3/FPR1/GPR37/GPR55/NMUR1/OXER1/S1PR5",TRUE,"C00208/C03514/C07666",FALSE,NA
"Functional_module_85",1,1,FALSE,NA,TRUE,"C00250",FALSE,NA
"Functional_module_86",1,1,FALSE,NA,TRUE,"C00378",FALSE,NA
"Functional_module_87",2,2,TRUE,"NAPRT",TRUE,"C00387",FALSE,NA
"Functional_module_88",2,2,TRUE,"CBR1",TRUE,"C00427",FALSE,NA
"Functional_module_89",1,1,FALSE,NA,TRUE,"C00597",FALSE,NA
"Functional_module_9",1,1,TRUE,"ABTB1",FALSE,NA,FALSE,NA
"Functional_module_90",2,2,TRUE,"PTS",TRUE,"C00639",FALSE,NA
"Functional_module_91",1,1,FALSE,NA,TRUE,"C00643",FALSE,NA
"Functional_module_92",7,2,TRUE,"GCLM/KEAP1/KLHL2/KLHL21/LAP3/RHOBTB2",TRUE,"C00669",FALSE,NA
"Functional_module_93",1,1,FALSE,NA,TRUE,"C00785",FALSE,NA
"Functional_module_94",1,1,FALSE,NA,TRUE,"C00847",FALSE,NA
"Functional_module_95",1,1,FALSE,NA,TRUE,"C00858",FALSE,NA
"Functional_module_96",1,1,FALSE,NA,TRUE,"C00898",FALSE,NA
"Functional_module_97",1,1,FALSE,NA,TRUE,"C00954",FALSE,NA
"Functional_module_98",1,1,FALSE,NA,TRUE,"C01159",FALSE,NA
"Functional_module_99",1,1,FALSE,NA,TRUE,"C01526",FALSE,NA
